page_index,movie_id,title,username,user_id,rating,date,time,comment,useful_count
0,27102739,中国蓝盔,t0psh1t,YthguaN,很差,2018-06-18,21:53:31,看的很开心 配乐让人觉得自己在中老年人迪厅 蓝翔教育基地 巴西烤肉饭馆儿来回穿梭,620
0,27102739,中国蓝盔,窝是大乖乖,57174880,很差,2018-10-06,21:06:33,这种政治旋律不能随便评论   但是你们想洗脑底层   拿出一点诚意   就这烂片  怎么洗脑底层？,416
0,27102739,中国蓝盔,拓天堂,169620518,很差,2018-11-26,08:18:52,中国蓝盔很棒，《中国蓝盔》很烂！,248
0,27102739,中国蓝盔,胖虎不胖,132388588,较差,2018-08-20,21:04:46,大概和红海行动差了十几个战狼2吧,1504
0,27102739,中国蓝盔,沉默,champloo,还行,2018-11-23,19:45:27,好题材没拍好，加强版cctv6的水平…不过还是去影院交爱国拥军税吧，不抱期待的话还是能看的。,11
0,27102739,中国蓝盔,寒翎独瀑,142216936,很差,2018-11-24,09:28:11,我冲着一龙来的，但是一龙的演技居然还没有平时在武林风演的好,166
0,27102739,中国蓝盔,你看我像谁,145450165,较差,2018-09-18,12:55:27,你看一下导演的过往影片你就会明白，一个常年考试不及格还喜欢拍班主任马屁的“三好学生“是有多钉子户。,850
0,27102739,中国蓝盔,daangel,daangel,还行,2019-01-31,02:27:58,也还能看,2
0,27102739,中国蓝盔,桃桃林林,qijiuzhiyue,很差,2018-11-23,15:00:13,如果说战狼或红海行动之类是主旋律电影类型化的成功探索，那本片就是妥妥的反例了，电影化也太差劲了一些。以及，我特别想知道，那个父亲是自卫反击战烈士的年轻小伙，到底是哪年生的,123
0,27102739,中国蓝盔,liquid breakup,137672805,很差,2018-09-26,19:55:04,这个导演手底下一堆主旋律烂片,184
0,27102739,中国蓝盔,幽娆梓瞳,144717644,还行,2018-11-24,22:44:21,看得好尴尬，比红海差好多个红海……本想给2星，加一星给真正的中国蓝盔……,3
0,27102739,中国蓝盔,情若连环,rhine85,很差,2018-08-31,10:49:08,笑死我，骗钱也不是这样骗的。,92
0,27102739,中国蓝盔,陆离,2571757,,2018-11-22,00:00:57,手摇拍摄 叙事很质朴 台词有的时候口型对不上 但作为动作片可看 还是当成游戏副本模式看 接受起来就比较快。远哥不愧是特别出演。交流环节有老兵发言 真挚。,8
0,27102739,中国蓝盔,初桃,2455958,还行,2018-11-20,15:07:29,“如果我在你的身后，我不会让一颗子弹落到你的身上”！这是一种怎样的信任啊,12
0,27102739,中国蓝盔,穆子衿,155602014,较差,2018-11-26,19:09:10,编剧侮辱我智商，聂远确定不是笨死的？铁丝的房子硬要拆大门炸弹，不会旁边后面剪开？央求就能让作战部队带上安妮？安妮表情这么丰富，就怕我们不知道她有问题，知道是反叛不第一时间通知队友？连上信号不先发个位置？逼逼几句等信号中断再发？坏人的火箭筒弹药不够用？就这么大地方，多要全杀了，直接突突不行，还要战斗十来个小时？坏人就没一个有枪法的？这么多人打5个人没个受伤的。站一排打的没挂，后方一个肉搏一个战死，有兄弟姐妹的没挂，独苗挂了，骗我们生二胎？援机能坐这么多人质不能再带几个兵来帮忙？不站一排没仪式感？不先回营地看着大佬炸死先？这么远好像能看见炸飞一样，4分送个真正的中国蓝盔的，电影一分没有。,76
0,27102739,中国蓝盔,赴路都,157166506,很差,2018-11-22,11:10:16,武僧一龙还有脸演电影，招摇撞骗可见在这个国家市场大的很,98
0,27102739,中国蓝盔,茅台,3042446,很差,2018-11-24,15:24:00,哈哈哈哈哈哈哈……有些电影能公映就是一个巨大的笑话……,78
0,27102739,中国蓝盔,Veto,68210064,很差,2018-11-18,22:20:36,🤮（好在没花钱）,40
0,27102739,中国蓝盔,明光暗影,145849529,较差,2018-11-15,13:38:33,6月上海电影节时看了，类似红海战狼这种题材，但方方面面都差距巨大，且喊口号说教忒多了。。。,45
0,27102739,中国蓝盔,耍流氓,175372848,很差,2018-11-14,11:03:05,简直侮辱智商,36
0,27102739,中国蓝盔,林间小空地,149088270,较差,2018-08-25,17:47:00,说不好怕被别人骂，说好怕被自己骂，取个平均值吧,50
0,27102739,中国蓝盔,智者仙道,flamingosnow,较差,2018-10-08,23:06:49,我凑巧给电影节做初审评委的时候看了这个片，和战狼红海行动类似题材，但视听呈现和叙事表现以及演员表演，人物塑造各方面都不够精彩～,22
0,27102739,中国蓝盔,贝勒,84743311,很差,2018-11-24,15:31:28,死海行动,33
0,27102739,中国蓝盔,多喝热水,gossipkate,很差,2018-11-27,10:53:26,党建让我大开眼界。,22
0,27102739,中国蓝盔,唐九斤,52027245,很差,2018-11-28,12:41:30,每当我学习学的头疼恶心的时候，我都会找一些烂片放松一下。看完之后我就能欢欣雀跃的跑回去抱着书感慨：嗯，书上的公式比刚才的电影美好多了。😊。,25
0,27102739,中国蓝盔,NatureLB,54628981,很差,2019-01-25,12:50:39,导演简介页年龄成谜啊：出生日期: 1943-01-26，1974年从蓬莱一中考入新疆军区话剧团。1989年从解放军艺术学院毕业后分配到八一电影制片厂导演室。2000年被评为全国百杰青年艺术家。意思是说31岁中考或高考，46岁大学毕业，57岁评青年艺术家？,25
0,27102739,中国蓝盔,只喝摩卡的狗,cn50344,很差,2019-02-12,21:02:32,甲：我上初中时有一外班的小丫头长得倍儿水灵，看上我了，为了我学打篮球天天给我送盒饭；后来小丫头让外校一小混混给劫了，我带着四个兄弟拿着砍刀就找他们去了，他们三四十个人拿着火药枪三棱枪刺我都没怕，跟他们拼了一天一夜，最后把小丫头救回来了。乙：嗯，我像你这么大时，也爱这么吹牛逼。,1
0,27102739,中国蓝盔,Bryan·Mai,172236294,很差,2018-11-25,22:03:28,著名红色导演，呵呵。,13
0,27102739,中国蓝盔,万千少女的梦,151715569,很差,2018-11-23,12:30:59,这是逐梦兵圈吗？！大概和红海行动差了几十个战狼2吧，《鲨卷风》看过吧，我宁愿《鲨卷风》出7也不希望这种片子出来打着“爱国，主旋律”出来圈钱，谁说主旋律不能骂，什么JB玩意，谢谢了，骗钱也不是这样骗的！,16
0,27102739,中国蓝盔,爱影人,88344892,很差,2018-11-28,17:05:47,"如果豆瓣有负分就好了！
学校组织观看……
说实话，我情愿看《红海行动》十遍。
吃屎吧导演！剪辑、台词、摄影、剧情、表演，无一不崩。
有种日了狗的心情",27
0,27102739,中国蓝盔,mOco,mycage,很差,2020-02-07,23:11:53,故事难看就罢了……连最基本的声画对位都做不到？！,5
0,27102739,中国蓝盔,小米=qdmimi,qdmimi19810920,很差,2019-01-30,13:27:44,近期能与中国男足比拼羞耻度的，也只有主旋律无脑垃圾巨制了,10
0,27102739,中国蓝盔,康报虹,kangbaohong,很差,2019-02-05,19:30:01,啥都不说了，导演的作品列表会让你笑出声的。,12
0,27102739,中国蓝盔,李小庫,leeshiuan,推荐,2019-05-21,21:04:17,作为一部军事电影 本片在枪林弹雨中注入满满的人文关怀 整个作品的观感并非是打了鸡血般叫人心潮澎湃的 而是厚重的 沉稳的 维和战士们不是无所不能的 他们更显露出普通男人的一面——爱母亲 爱兄弟 爱每一个受难的人 再崇高的精神也落到了地面上 让我们真的相信 有这么一群人正在为了保护世界豁出性命,3
0,27102739,中国蓝盔,申由己,f021,很差,2019-04-04,18:20:45,很尬,3
0,27102739,中国蓝盔,SWXQDZ,SWXQDZ,很差,2018-10-13,17:06:25,伪战争片,9
0,27102739,中国蓝盔,老司机,180697593,较差,2018-11-23,03:07:18,我只想问一下，这也叫电影啊，倒不如拍电视剧，看到了原来《维和步兵营》部分原班人马，台词像是在上政治课一样这么生硬，剧情也太不接地气且随意。还有这个俄罗斯妹子在起码也要撕破玩衣服和裤子再救也不迟啊，好歹调动观众胃口看看这个妹子身材;还有后面子弹短缺，信号屏蔽，打了这么久还有这么多子弹，开枪时突突不停打，我当军迷这么久一发觉太不真实了，难道没子弹不会捡对方的枪和弹药吗……一堆无语的话不像说了。,11
0,27102739,中国蓝盔,半颗草,68619261,很差,2018-11-23,09:41:05,电影真是洗钱好帮手，我要是有黑钱也这么洗,5
0,27102739,中国蓝盔,不能不说的秘密,inza9hi,较差,2019-02-06,13:55:44,烂电影配不上这么好的名字。,3
